WN001	WN002	WN003	WN008	WN009	WN011	WN013	WN016	WN019	WN020	WN021	WN024	WN025	WN027	WN028	WN032	WN033	WN037	WN039	WN041	WN044	WN046	WN050	WN053	WN054	WN056	WN057	WN059	WN060	WN061	WN062	WN068	WN069	WN071	WN076	WN077	WN079
binV17970000	1	-1	1	-1	1	-1	-1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	1	1	1	1	-1	-1	1	1	1	-1	-1	1	-1	-1	-1	-1	-1
binV18030000	1	-1	1	-1	1	-1	-1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	1	1	-1	-1	1	-1	-1	-1	-1	-1
binV18040000	1	-1	1	-1	1	-1	-1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	1	1	-1	-1	1	-1	-1	-1	-1	-1
binV18380000	1	-1	1	-1	1	-1	-1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	1	1	-1	-1	1	-1	-1	-1	-1	-1
binV18390000	1	-1	1	-1	1	-1	-1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	1	1	-1	-1	1	-1	-1	-1	-1	-1
binV18440000	1	-1	1	-1	1	-1	-1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	1	1	-1	-1	1	-1	-1	-1	-1	-1
binV18450000	1	-1	1	-1	1	-1	-1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	1	1	-1	-1	1	-1	-1	-1	-1	-1
binV18570000	1	-1	1	-1	1	-1	-1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	1	1	-1	-1	1	-1	-1	-1	-1	-1
binV18580000	1	-1	1	-1	1	-1	-1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	1	1	-1	-1	1	-1	-1	-1	-1	-1
binV18750000	1	-1	1	-1	1	-1	-1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	1	1	-1	-1	1	-1	-1	-1	-1	-1
binV18760000	1	-1	1	-1	1	-1	-1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	1	1	-1	-1	1	-1	-1	-1	-1	-1
binV18890000	1	-1	1	-1	1	-1	-1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	1	1	-1	-1	1	-1	-1	-1	-1	-1
binV18900000	1	-1	1	-1	1	-1	-1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	1	1	-1	-1	1	-1	-1	-1	-1	-1
binV18980000	1	-1	1	-1	1	-1	-1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	1	1	-1	-1	1	-1	-1	-1	-1	-1
binV18990000	1	-1	1	-1	1	-1	-1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	1	1	-1	-1	1	-1	-1	-1	-1	-1
binV19000000	1	-1	1	-1	1	-1	-1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	1	1	-1	-1	1	-1	-1	-1	-1	-1
binV19120000	1	-1	1	-1	1	-1	-1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	1	1	-1	-1	1	-1	-1	-1	-1	-1
binV19130000	1	-1	1	-1	1	-1	-1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	1	1	-1	-1	1	-1	1	-1	-1	-1
binV19140000	1	-1	1	-1	1	-1	-1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	1	1	-1	-1	1	-1	1	-1	-1	-1
binV19150000	1	-1	1	-1	1	-1	-1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	1	1	-1	-1	1	-1	1	-1	-1	-1
binV19160000	1	-1	1	-1	1	-1	-1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	1	1	-1	-1	1	-1	1	-1	-1	-1
binV19170000	1	-1	1	-1	1	-1	-1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	1	1	-1	-1	1	-1	1	-1	-1	-1
binV19230000	1	-1	1	-1	1	-1	-1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	1	1	-1	-1	1	-1	1	-1	-1	-1
binV19240000	1	-1	1	-1	1	-1	-1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	1	1	-1	-1	1	-1	1	-1	-1	-1
binV19670000	1	-1	1	-1	1	-1	-1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	1	1	-1	-1	1	-1	1	-1	-1	-1
binV19680000	1	-1	1	-1	1	-1	-1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	1	1	-1	-1	1	-1	1	-1	-1	-1
binV20030000	1	-1	1	-1	1	-1	-1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	1	1	-1	-1	1	-1	1	-1	-1	-1
binV20040000	1	-1	1	-1	1	-1	-1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	1	1	-1	-1	1	-1	1	-1	-1	-1
binV20924149	1	-1	1	-1	1	-1	-1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	1	1	-1	-1	1	-1	1	-1	-1	-1
binX10000	1	1	1	1	1	1	1	1	-1	1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX410000	1	1	1	1	1	1	1	1	-1	1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX420000	1	1	1	1	1	1	1	1	-1	1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX670000	1	1	1	1	1	1	1	1	-1	1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX680000	1	1	1	1	1	1	1	1	-1	1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX1000000	1	1	1	1	1	1	1	1	-1	1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX1010000	1	1	1	1	1	1	1	1	-1	1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX1130000	1	1	1	1	1	1	1	1	-1	1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX1140000	1	1	1	1	1	1	1	1	-1	1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX1240000	1	1	1	1	1	1	1	1	-1	1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX1250000	1	1	1	1	1	1	1	1	-1	1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX1610000	1	1	1	1	1	1	1	1	-1	1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX1620000	1	1	1	1	1	1	1	1	-1	1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX1640000	1	1	1	1	1	1	1	1	-1	1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX1650000	1	1	1	1	1	1	1	1	-1	1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX1710000	1	1	1	1	1	1	1	1	-1	1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX1720000	1	1	1	1	1	1	-1	1	-1	1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX1800000	1	1	1	1	1	1	-1	1	-1	1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX1810000	1	1	1	1	1	1	-1	1	-1	1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX2010000	1	1	1	1	-1	1	-1	1	-1	1	1	-1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX2020000	1	1	1	1	-1	1	-1	1	-1	1	1	-1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX2180000	1	1	1	1	-1	1	-1	1	-1	1	1	-1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX2190000	1	1	1	1	-1	1	-1	1	-1	1	1	-1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX2450000	1	1	1	1	-1	1	-1	1	-1	1	1	-1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX2460000	1	1	1	1	-1	1	-1	1	-1	1	1	-1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX2560000	1	1	1	1	-1	1	-1	1	-1	1	1	-1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX2570000	1	1	1	1	-1	1	-1	1	-1	1	1	-1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX2720000	1	1	1	1	-1	1	-1	1	-1	1	1	-1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX2730000	1	1	1	1	-1	1	-1	1	-1	1	1	-1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX2850000	1	1	1	1	-1	1	-1	1	-1	1	1	-1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX2860000	1	1	1	1	-1	1	-1	1	-1	1	1	-1	1	1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX3020000	1	1	1	1	-1	1	-1	1	-1	1	1	-1	1	1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX3030000	1	1	1	1	-1	1	-1	1	-1	1	1	-1	1	1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX3820000	1	1	1	1	-1	1	-1	1	-1	1	1	-1	-1	1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX3830000	1	1	1	1	-1	1	-1	1	-1	1	1	-1	-1	1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX4140000	1	1	1	1	-1	1	-1	1	-1	1	1	-1	-1	1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX4150000	1	1	1	1	-1	1	-1	1	-1	1	1	-1	-1	1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX4780000	1	1	1	1	-1	1	-1	1	-1	1	1	-1	-1	1	1	-1	1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX4790000	1	1	1	1	-1	1	-1	1	-1	1	1	-1	-1	1	1	-1	1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX4880000	1	1	1	1	-1	1	-1	1	-1	1	1	-1	-1	1	1	-1	1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX4890000	1	1	1	1	-1	1	-1	1	-1	1	1	-1	-1	1	1	-1	1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX5730000	1	1	1	1	-1	1	-1	1	-1	1	1	1	-1	1	1	-1	1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX5740000	1	1	1	1	-1	1	-1	1	-1	1	1	1	-1	1	1	-1	1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX5810000	1	1	1	1	-1	1	-1	1	-1	1	1	1	-1	1	1	-1	1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX5820000	1	1	1	1	-1	1	-1	1	-1	1	1	1	-1	1	1	-1	1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX6000000	1	1	1	1	-1	1	-1	1	-1	1	1	1	-1	1	1	-1	1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX6010000	1	1	1	1	-1	1	-1	1	-1	1	1	1	-1	1	1	-1	1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX6350000	1	1	1	1	-1	1	-1	1	-1	1	1	1	-1	1	1	-1	1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX6360000	1	1	1	1	-1	1	-1	1	-1	1	1	1	-1	1	1	-1	1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1
binX6890000	-1	1	1	1	-1	1	-1	1	-1	1	1	1	-1	1	1	-1	1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	1	1	1	1	-1	1	-1	1
binX6900000	-1	1	1	1	-1	1	-1	1	-1	1	1	1	-1	1	1	-1	1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	1	1	1	1	-1	-1	-1	1
binX8460000	-1	1	1	1	-1	1	-1	1	-1	1	1	-1	-1	1	1	-1	1	-1	1	-1	1	-1	-1	-1	1	1	1	1	1	1	1	1	1	-1	-1	1	1
binX8470000	-1	1	1	1	-1	1	-1	1	-1	1	1	-1	-1	1	1	-1	1	-1	1	-1	1	-1	-1	-1	1	1	1	1	1	1	1	1	1	-1	-1	1	1
binX8630000	-1	1	1	1	-1	1	-1	1	-1	1	1	-1	-1	1	1	-1	1	-1	1	-1	1	-1	-1	-1	1	1	1	1	1	1	1	1	1	-1	-1	1	1
binX8640000	-1	1	1	1	-1	1	-1	1	-1	1	1	-1	-1	1	1	-1	1	-1	1	-1	1	-1	-1	-1	1	1	1	1	1	1	1	1	1	-1	-1	1	1
binX8650000	-1	1	1	1	-1	1	-1	1	-1	1	1	-1	-1	1	1	-1	1	-1	1	-1	1	-1	-1	-1	1	1	1	1	1	1	1	1	1	-1	-1	1	1
binX8660000	-1	1	1	1	-1	1	-1	1	-1	1	1	-1	-1	1	1	-1	1	-1	1	1	1	-1	-1	-1	1	1	1	1	1	1	1	1	1	-1	-1	1	1
binX8880000	-1	1	1	1	-1	1	-1	1	-1	1	1	-1	-1	1	1	-1	1	-1	1	1	1	-1	-1	-1	1	1	1	1	1	1	1	1	1	-1	-1	1	1
binX8890000	-1	1	1	1	-1	1	-1	1	-1	1	1	-1	-1	1	1	-1	1	-1	1	1	1	-1	-1	-1	1	1	1	1	1	1	1	1	1	-1	-1	1	1
binX9080000	-1	1	1	1	-1	1	-1	1	1	1	1	-1	-1	1	1	-1	1	-1	1	1	1	-1	-1	-1	1	1	1	1	1	1	1	-1	1	-1	-1	1	1
binX9090000	-1	1	1	1	-1	1	-1	1	1	1	1	-1	-1	1	1	-1	1	-1	1	1	1	-1	-1	-1	1	1	1	1	1	1	1	-1	1	-1	-1	1	1
binX9100000	-1	1	1	1	-1	1	-1	1	1	1	1	-1	-1	1	1	-1	1	-1	1	1	1	-1	-1	-1	1	1	-1	1	1	1	1	-1	1	-1	-1	1	1
binX9280000	-1	1	1	1	-1	1	-1	1	1	1	1	-1	-1	1	1	-1	1	-1	1	1	1	-1	-1	-1	1	1	-1	1	1	1	1	-1	1	-1	-1	1	1
binX9290000	-1	1	1	1	-1	1	-1	1	1	1	1	-1	-1	1	1	-1	1	-1	1	1	1	-1	-1	-1	1	1	-1	1	1	1	1	-1	1	-1	-1	1	1
binX10120000	-1	1	1	1	-1	1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	1	1	1	-1	-1	-1	1	1	-1	1	1	1	1	-1	1	-1	-1	1	1
binX10130000	-1	1	1	1	-1	1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	1	1	1	-1	-1	-1	1	1	-1	1	1	1	1	-1	1	-1	-1	1	1
binX10340000	-1	1	1	1	-1	1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	1	1	1	-1	-1	-1	1	1	-1	1	1	1	1	-1	1	-1	-1	1	1
binX10350000	-1	1	1	1	-1	1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	1	1	1	-1	-1	-1	1	1	-1	1	1	1	1	-1	1	-1	-1	1	1
binX10940000	-1	-1	1	1	-1	1	-1	1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	1	1
binX10950000	-1	-1	1	1	-1	1	-1	1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	1	1
binX11020000	-1	-1	1	1	-1	1	-1	1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	1	1
binX11030000	-1	-1	1	1	-1	1	-1	1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	1	1
binX11380000	-1	-1	1	1	-1	1	-1	1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	1	1
binX11390000	-1	-1	1	1	-1	1	-1	1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	1	1
binX12430000	-1	-1	1	1	-1	1	-1	1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	1	1
binX12440000	-1	-1	1	1	-1	1	-1	1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	1	1
binX12560000	-1	-1	1	1	-1	1	-1	1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	1	-1	-1	1	-1
binX12570000	-1	-1	1	1	-1	1	-1	1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	1	-1	-1	1	-1
binX12680000	-1	-1	1	1	-1	1	-1	1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	1	-1	-1	1	-1
binX12690000	-1	-1	1	1	-1	1	-1	1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	1	-1	-1	1	-1
binX12760000	-1	-1	1	1	-1	1	-1	1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	1	-1	-1	1	-1
binX12770000	-1	-1	1	1	-1	1	-1	1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	1	-1	-1	1	-1
binX12810000	-1	-1	1	1	-1	1	-1	1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	1	-1	-1	1	-1
binX12820000	-1	-1	1	1	-1	1	-1	1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	1	-1	-1	1	-1
binX13050000	-1	-1	1	1	-1	1	-1	1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	1	-1	-1	1	-1
binX13060000	-1	-1	1	1	-1	1	-1	1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	1	-1	-1	1	-1
binX13210000	-1	-1	1	1	-1	1	-1	1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	1	-1	-1	1	-1
binX13220000	-1	-1	1	1	-1	1	-1	1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	1	-1	-1	1	-1
binX13240000	-1	-1	1	1	-1	1	-1	1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	1	-1	-1	1	-1
binX13250000	-1	-1	1	1	-1	1	-1	1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	1	-1	-1	1	-1
binX13390000	-1	-1	1	1	-1	1	-1	1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	1	-1	-1	1	-1
binX13400000	-1	-1	1	1	-1	1	-1	-1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	-1	-1	1	1	1	-1	-1	1	-1	-1	1	-1
binX13480000	-1	-1	1	1	-1	1	-1	-1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	-1	-1	1	1	1	-1	-1	1	-1	-1	1	-1
binX13490000	-1	-1	1	1	-1	1	-1	-1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	-1	-1	1	1	1	-1	-1	1	-1	-1	1	-1
binX13510000	-1	-1	1	1	-1	1	-1	-1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	-1	-1	1	1	1	-1	-1	1	-1	-1	1	-1
binX13520000	-1	-1	1	1	-1	1	-1	-1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	-1	-1	1	1	1	-1	-1	1	-1	-1	1	-1
binX13640000	-1	-1	1	1	-1	1	-1	-1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	-1	-1	1	1	1	-1	-1	1	-1	-1	1	-1
binX13650000	-1	-1	1	1	-1	1	-1	-1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	-1	-1	1	1	1	-1	-1	1	-1	-1	1	-1
binX13940000	-1	-1	1	1	-1	1	-1	-1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	-1	-1	1	1	1	-1	-1	1	-1	-1	1	-1
binX13950000	-1	-1	1	1	-1	1	-1	-1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	-1	-1	1	1	1	-1	-1	1	-1	-1	1	-1
binX13960000	-1	-1	1	1	-1	1	-1	-1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	-1	-1	1	1	1	-1	-1	1	1	-1	1	-1
binX14020000	-1	-1	1	1	-1	1	-1	-1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	-1	-1	1	1	1	-1	-1	1	1	-1	1	-1
binX14030000	-1	-1	1	1	-1	1	-1	-1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	-1	-1	1	1	1	-1	-1	1	1	-1	1	-1
binX14230000	-1	-1	1	1	-1	1	-1	-1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	-1	-1	1	1	1	-1	-1	1	1	-1	1	-1
binX14240000	-1	-1	1	1	-1	1	-1	-1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	-1	1	1	1	1	-1	-1	1	1	-1	1	-1
binX14380000	-1	-1	1	-1	-1	1	-1	1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	-1	1	1	1	1	1	-1	1	1	-1	1	-1
binX14390000	-1	-1	1	-1	-1	1	-1	1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	-1	1	1	1	1	1	-1	1	1	-1	1	-1
binX14490000	-1	-1	1	-1	-1	1	-1	1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	-1	1	1	1	1	1	-1	1	1	-1	1	-1
binX14500000	-1	-1	1	-1	-1	1	-1	1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	-1	1	1	1	1	1	-1	1	1	-1	1	-1
binX14690000	-1	-1	1	-1	-1	1	-1	1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	-1	1	1	1	1	1	-1	1	1	-1	1	-1
binX14700000	-1	-1	1	-1	-1	1	-1	1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	-1	1	1	1	1	1	-1	1	1	-1	1	-1
binX14990000	-1	-1	1	-1	-1	1	-1	1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	-1	1	1	1	1	1	-1	1	1	-1	1	-1
binX15000000	-1	-1	1	-1	-1	1	-1	1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	-1	1	1	1	1	1	-1	1	1	-1	1	-1
binX15070000	-1	-1	1	-1	-1	1	-1	1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	-1	1	1	1	1	1	-1	1	1	-1	1	-1
binX15080000	-1	-1	1	-1	-1	1	-1	1	1	1	1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	-1	1	1	1	1	1	-1	1	1	-1	1	-1
